ServiceDate,VehicleId,VehicleType,VanCapacity,Boarding,empty_seats,TripDirection
1/31/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/30/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/29/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/28/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/27/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/24/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/23/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/22/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/21/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/17/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/16/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/15/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/14/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/13/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/10/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/9/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/8/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/7/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/6/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/3/20,79,"FORD ECON E350 VAN",11,11,0,OUT
1/2/20,79,"FORD ECON E350 VAN",11,11,0,OUT
12/31/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/30/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/27/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/26/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/24/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/23/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/20/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/19/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/18/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/17/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/16/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/13/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/12/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/11/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/10/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/9/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/6/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/5/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/4/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/3/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/2/19,79,"FORD ECON E350 VAN",11,11,0,OUT
12/11/19,73,"2017 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/4/19,73,"2017 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/31/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/30/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/29/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/28/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/27/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/25/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/24/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/23/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/22/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/21/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/18/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/17/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/16/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/15/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/14/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/13/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/11/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/10/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/9/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/8/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/7/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/6/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/4/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/3/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/2/20,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/31/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/30/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/28/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/27/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/26/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/24/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/23/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/21/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/20/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/19/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/18/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/17/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/16/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/14/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/13/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/12/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/11/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/10/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/9/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/7/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/6/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/5/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/4/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/3/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/2/19,62,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/29/20,59,"2014 TOYOTA SIENNA FWD",7,7,0,OUT
1/22/20,59,"2014 TOYOTA SIENNA FWD",7,7,0,OUT
1/9/20,59,"2014 TOYOTA SIENNA FWD",7,7,0,OUT
1/8/20,59,"2014 TOYOTA SIENNA FWD",7,7,0,OUT
12/18/19,59,"2014 TOYOTA SIENNA FWD",7,7,0,OUT
12/16/19,59,"2014 TOYOTA SIENNA FWD",7,7,0,OUT
12/11/19,59,"2014 TOYOTA SIENNA FWD",7,7,0,OUT
12/9/19,59,"2014 TOYOTA SIENNA FWD",7,7,0,OUT
12/5/19,59,"2014 TOYOTA SIENNA FWD",7,7,0,OUT
12/31/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/30/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/26/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/24/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/23/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/19/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/18/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/17/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/16/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/12/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/11/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/10/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/9/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/5/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/4/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/3/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
12/2/19,52,"2019 TOYOTA SIENNA 7 PASS",7,7,0,OUT
1/13/20,49,"2015 TOYOTA SIENNA VAN",7,7,0,OUT
1/31/20,34,"2016 CHEVROLET EXPRESS VAN",15,15,0,OUT
1/30/20,34,"2016 CHEVROLET EXPRESS VAN",15,15,0,OUT
1/31/20,33,"2016 CHEVROLET EXPRESS VAN",15,15,0,OUT
1/30/20,33,"2016 CHEVROLET EXPRESS VAN",15,15,0,OUT
12/31/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/30/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/27/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/26/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/24/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/23/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/20/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/19/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/18/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/17/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/16/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/13/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/12/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/11/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/10/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/9/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/6/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/5/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/4/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/3/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
12/2/19,18,"2012 FORD ECONOLINE E350",12,12,0,OUT
1/31/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/30/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/29/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/28/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/27/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/26/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/25/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/24/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/23/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/22/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/21/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/20/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/19/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/18/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/17/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/16/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/15/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/14/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/13/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/31/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/30/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/29/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/28/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/27/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/26/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/25/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/24/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/23/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/22/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/21/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/19/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/18/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/12/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/17/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/16/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/11/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/15/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/14/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/10/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/13/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/12/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/11/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
12/24/19,188,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/10/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/9/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/9/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/8/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/7/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/8/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/6/20,256,"2015 CHEVROLET EXPRESS VAN",12,12,0,OUT
1/7/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/6/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
1/5/20,264,"2019 CHEVROLET EXPRESS 3500",15,15,0,OUT
